category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
연극,강남구,[생존자프로젝트 X 아르코?대학로예술극장 공동기획] ?소녀(The Silent One),대학로예술극장 대극장,기타,누구나,"R석 50,000원 S석 40,000원 자유입퇴장석 50,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=95dc33b9117548a89531e5b130d8b217&thumb=Y,2025. 9. 6,2025. 9. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154570&menuNo=200008
축제-전통/역사,강남구,[남산골한옥마을] 남산골 회혼례 [백년해로],"남산골한옥마을 내 관훈동 민씨가옥 (*우천, 강풍일 경우 실내 혼례 진행)",남산골한옥마을,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7e571b2d6d194089a1fcec1a1d11fb03&thumb=Y,2025. 9. 6,2025. 9. 6,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154666&menuNo=200010
뮤지컬/오페라,강남구,[영등포문화재단] 기획공연(열린극장) [뮤지컬 왕세자실종사건],영등포아트홀,영등포문화재단,초등학생(2018년 생) 이상,"전석 25,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9159dfb5b6f9411b9e304069131d9052&thumb=Y,2025. 9. 6,2025. 9. 6,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154011&menuNo=200008
축제-문화/예술,강남구,[성동문화재단] 2025 서울숲 힙합 페스티벌,서울숲 가족마당,성동문화재단,누구나,,성수동의 트렌디한 감성과 서울숲의 자연이 어우러진 힙합 페스티벌! 잔디 위에서 울려 퍼지는 비트와 스트릿 감성으로 누구나 자유롭게 즐기는 성동구 특화 힙합 축제,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb053f791e0b4843b3fc9a27808be08a&thumb=Y,2025. 9. 6,2025. 9. 6,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154725&menuNo=200010
교육/체험,강남구,[이문어린이도서관] 감자 감자 뿅 [재희 작가와의 만남],이문어린이도서관 1층 열람실,동대문문화재단,초등 1~3학년 10명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9f58b0aa3cd4aa1abe0fd7e81397468&thumb=Y,2025. 9. 6,2025. 9. 6,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154589&menuNo=200011
국악,강남구,[구로문화재단] 전통음악 [발탈하고 놀아보자] 2025 구로아트브릿지 선정작,구로창의아트홀,구로문화재단,만5세 이상 관람가,"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f7514372f98a4ee2965e593e2e1cb9a5&thumb=Y,2025. 9. 6,2025. 9. 6,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154502&menuNo=200008
축제-문화/예술,강남구,[환경 SOS ZIP 런웨이 축제] 2025 제3회 청소년 환경실천 그림대회,보라매공원 (서울 동작구 여의대방로20길 33),기타,"서울 내 초등/중학교에 재학중인 학생, 주민등록상 해당 지역 거주하는 청소년","참가비 : 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=324ace318c734d93b8a42078c740861b&thumb=Y,2025. 9. 6,2025. 9. 6,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154024&menuNo=200010
축제-문화/예술,강남구,2025 한?중 전통 퓨전 예술공연 한마당,보라매공원 (서울 동작구 여의대방로20길 33),기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=574d4972eacf4ffa8a4e76473a18175c&thumb=Y,2025. 9. 6,2025. 9. 6,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154159&menuNo=200010
국악,강남구,[남산골한옥마을] 2025 남산골 한옥콘서트 [취향] ,남산골한옥마을 관훈동 민씨 가옥,남산골한옥마을,만 12세 이상 ,"30,000원 (*할인 사항 하단 참조)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44befe322c544f05ba60693b5ca4d224&thumb=Y,2025. 9. 5,2025. 11. 7,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154805&menuNo=200008
교육/체험,강남구,[서울문화재단] 2025년 《PLAY-UP 아카데미》 배우창작워크숍 (강사 나경민),서울연극창작센터 (서울시 성북구 성북로 8),서울문화재단,"공연예술 분야 예술가, 연극 창작인",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=941ba9242fca4b0e8fa36d9654290640&thumb=Y,2025. 9. 5,2025. 10. 25,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154705&menuNo=200011
연극,강남구,[세종문화회관] 25세종시즌 [퉁소소리],세종문화회관 세종M씨어터,세종문화회관,2018년 이전 출생자 관람 가능 (2018년생 포함),"R석 60,000원 S석 50,000원 A석 40,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4d6dbe01b8d346108f9ebac19b4aaaf7&thumb=Y,2025. 9. 5,2025. 9. 28,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154736&menuNo=200008
콘서트,강남구,[강북문화재단] 뮤지컬 3DIVA 콘서트,강북문화예술회관 강북소나무홀,강북문화재단,누구나,"1층 10만원, 2층 6만원",뮤지컬 대표 디바 3인방의 화려한    라이브 콘서트!,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=28fa1c79a8b646588c219ef41f8ede3c&thumb=Y,2025. 9. 5,2025. 9. 5,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154672&menuNo=200008
연극,강남구,[구로문화재단] 옥상별곡_마당극 [덕만이 결혼원정기],오류동역 문화공원,구로문화재단,전체관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4de429fcb1949a5bf876b2192ac7784&thumb=Y,2025. 9. 5,2025. 9. 5,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154330&menuNo=200008
교육/체험,강남구,[청계천박물관] 2025 하반기 유아 단체 교육 프로그램 [꼬물꼬물 청계천 보물찾기],청계천박물관,청계천박물관,유아 단체(5~7세),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3572a08a5dfc459ea22e2c3b74d0e23f&thumb=Y,2025. 9. 4,2025. 10. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154738&menuNo=200011
무용,강남구,"[마포문화재단] 스윙, 더 라스트 댄스 (Swing, The Last Dance)",마포아트센터 아트홀맥,마포문화재단,8세이상 관람가능(미취학아동입장불가),"R석 77,000원, S석 55,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53fe1a5bc48b46ecbbd369b24f860d98&thumb=Y,2025. 9. 4,2025. 9. 4,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154668&menuNo=200008
전시/미술,강남구,[세종문화회관 꿈의숲아트센터] 2025 상상톡톡미술관 기획전시 [에르베 튈레展 색색깔깔 뮤지엄],북서울꿈의숲 상상톡톡미술관 ,세종문화회관,누구나,"전연령 12,000원 / 경로, 장애인, 다둥이 6,000원 / 24개월 미만 무료 ",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4680100be5044afe8b02c10db63e22e6&thumb=Y,2025. 9. 3,2025. 12. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154774&menuNo=200009
교육/체험,강남구,"[청계천박물관] 2025년 하반기 초등 4~6학년 학급단체 교육 프로그램 [졸졸졸 개천, 콸콸콸 준천]",청계천박물관,청계천박물관,초등학교 4~6학년 학급단체,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0cfdc54d2c1468991cb472cb1509c8c&thumb=Y,2025. 9. 3,2025. 10. 29,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154739&menuNo=200011
뮤지컬/오페라,강남구,뮤지컬 [노트르담 드 파리] 프렌치 오리지널 내한공연 한국투어 20주년,세종대극장,세종문화회관,8세 이상 관람 가능 (2017년 이전 출생자),"VIP석 190,000원 R석 150,000원 S석 120,000원 A석 90,000원 B석 70,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0dcf252defea44de8f293d38439cc6c0&thumb=Y,2025. 9. 3,2025. 9. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154640&menuNo=200008
기타,강남구,[마포구립서강도서관] 9월/어린이강좌 [어린이 읽는 인간 호모부커스 보물섬],마포구립서강도서관 4층 어린이자료실 해봄,마포구청,"초등학교 5~6학년 어린이, 8명",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3a2104c4ace5400ca23b44155613a13d&thumb=Y,2025. 9. 3,2025. 9. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154576&menuNo=200013
국악,강남구,2025 국립국악원 대표공연 [사직제례악],국립국악원 예악당,국립국악원,누구나,R석 5만원/ S석 3만원/ A석 2만원/ B석 1만원,"‘사직제례악’은 지난해 대한제국 시기 자주 국가로서의 위상에 적합한 예법을 기록한 ‘대한예전(大韓禮典, 1898)’의 내용을 바탕으로 황제국의 위엄을 갖춰 공연으로 되살려낸 국립국악원의 대표공연입니다.",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=81663e8e53ec444a8e118a62d69c1dd1&thumb=Y,2025. 9. 3,2025. 9. 5,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154584&menuNo=200008
교육/체험,강남구,[제기동감초마을 현진건기념도서관] 인문학 프로그램 [책 속에 스며든 클래식],제기동감초마을현진건기념도서관 5층 프로그램실,동대문문화재단,성인,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=06cf0725db0347bc8dafeae7cb5dedb3&thumb=Y,2025. 9. 2,2025. 9. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154588&menuNo=200011
교육/체험,강남구,[서울문화재단] 2025년 《PLAY-UP 아카데미》 Stage Craft 15 (강사 여신동),서울문화재단 서울연극창작센터(서울시 성북구 성북로 8),서울문화재단,"공연예술 분야 예술가, 연극 창작인",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=655994bcd7684c88b74f0d6deda1685e&thumb=Y,2025. 9. 1,2025. 9. 20,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154689&menuNo=200011
전시/미술,강남구,[서울디자인재단] 디자인 마이애미 인 시추ㅣ서울 (Illuminated: A Spotlight on Korean Design),DDP 이간수문 전시장,동대문디자인플라자(DDP),누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f15c6871da1243ce8384178b709e2e9b&thumb=Y,2025. 9. 1,2025. 9. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154695&menuNo=200009
전시/미술,강남구,[성동구립도서관] 8월 영어스토리텔링 수업,성동구립도서관,성동문화재단,어린이,,영어 원서를 활용한 어린이 대상 스토리텔링 및 독후활동,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80e3494f7eff49dd8fb19a77de2fce66&thumb=Y,2025. 8. 31,2025. 8. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154509&menuNo=200009
클래식,강남구,[세종문화회관X에버랜드] 2025 어린이 가족 공연 [클래식 사파리],세종체임버홀,세종문화회관,2020년 이전 출생자(2020년생 포함),"S석 40,000원 / A석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b3fde38365c41ad88760232f8074d03&thumb=Y,2025. 8. 31,2025. 8. 31,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154550&menuNo=200008
축제-문화/예술,강남구,[세종문화회관] 2025 누구나 세종썸머페스티벌 [Swing & Jazz Night],광화문 광장,세종문화회관,전 연령 관람 가능,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f034b673dcb4079b705965faf65b3ba&thumb=Y,2025. 8. 31,2025. 8. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154644&menuNo=200010
콘서트,강남구,[대학로극장 쿼드] 2025 Re:Connect 윤은화 X 애니멀다이버스 [파동],대학로극장 쿼드,서울문화재단,만 7세 이상,"전석 40,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c33317d77d084fb6984fc860d5a08647&thumb=Y,2025. 8. 31,2025. 8. 31,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154719&menuNo=200008
콘서트,강남구,세상에 바람이 되어: 아코디언과 바이올린 그리고 피아노,서울숲 스튜디오301,기타,"성인, 청소년","성인 30,000 원 / 청소년 25,000 원 / 예술인패스소지자 25,000 원","여름의 끝자락, 아코디온과 바이올린, 피아노가 어우러져 하나의 바람이 되다  Accordionist 알렉산더 쉐이킨 Accordionist 박성완 Violinist 닐루파르 무히디노바 Pianist 김기경  2025 8 31 (Sun) 14:00 서울시 성수동 스튜디오301",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f38d58178e6f48dfb8bd4358e84e8cc9&thumb=Y,2025. 8. 31,2025. 8. 31,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154162&menuNo=200008
교육/체험,강남구,[서울시립과학관] 과학북토크: 달작한 사이언스 (8월) [식물에 관한 오해],서울시립과학관 사이언스홀,서울시립과학관,과학과 책을 좋아하는 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cdb37b622bee42b1a7fb078f26b8a8a6&thumb=Y,2025. 8. 31,2025. 8. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154623&menuNo=200011
축제-문화/예술,강남구,[관악문화재단] 2025 그루브 인 관악,신림역 별빛내린천,관악문화재단,누구나,,"- 팝핑, 락킹, 왁킹, 브레이킹, 하우스, 크럼프, 힙합, DJ 퍼포먼스 등 다양한 춤과 음악이 어우러지는 스트릿컬처축제 - 1일차: Teenager 2on2 Battle(청소년), 드럼체험X브레이킹심포닉, 비트메이킹, DJ스크레치 등 - 2일차: Freestyle 1on1 Battle(청년), DJ타임 및 비트박스, 게스트 쇼케이스 등",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08c1c585c36b420583fb55d636f6190c&thumb=Y,2025. 8. 30,2025. 8. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154065&menuNo=200010
축제-문화/예술,강남구,[서울문화예술교육센터 양천] 프레임 너머의 커다란 세계로 초대합니다! 8월 [예술힐링놀이터],서울문화예술교육센터 양천,서울문화재단,"자녀를 동반한 가족, 성인, 어린이 누구나",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f75147907a924d26aa90d0d80e1fca04&thumb=Y,2025. 8. 30,2025. 8. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154706&menuNo=200010
교육/체험,강남구,문예북흥 No.36 강은일 - '「음악을 한다는 것은」 삶을 사는 것과 같다.'며 현 위의 인생을 산 해금연주가 강은일과 제자 김보미가 '온다'.,이호철북콘서트홀,은평역사한옥박물관,누구나,"5,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=70e351941e0d4055b798b3f8b4e259ba&thumb=Y,2025. 8. 30,2025. 8. 30,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154721&menuNo=200011
교육/체험,강남구,[서울문화예술교육센터 용산] 다정한 아트라운지 [안녕을 나누는 사이 여름방학],업무동 1층 아트라운지 무대,서울문화재단,성인 70명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8f5e897b7dc8419c819373e5c54e72d1&thumb=Y,2025. 8. 30,2025. 8. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153866&menuNo=200011
콘서트,강남구,[대학로극장 쿼드] 2025 Re:Connect 민영치 X 히다노 슈이치 [EAST HEART BEAT],대학로극장 쿼드,서울문화재단,만 7세 이상,전석 4만 원,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b66def84b204d2ca55fbdc8d4bad8e6&thumb=Y,2025. 8. 30,2025. 8. 30,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154718&menuNo=200008
클래식,강남구,디즈니 판타지아 인 콘서트,예술의전당 콘서트홀,기타,초등학생 이상 누구나,R석 10만원 / S석 8만원 / A석 6만원 / B석 4만원 ,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d6cba37e515e42f39be4885b70a987a2&thumb=Y,2025. 8. 30,2025. 8. 30,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153889&menuNo=200008
콘서트,강남구,[구로문화재단] 김신의(몽니) x Trio MEG_8월의 어쿠스틱,구로아트밸리 예술극장,구로문화재단,7세이상 관람가,"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9e5d3efef09d45da8cf16727ba0d7a55&thumb=Y,2025. 8. 30,2025. 8. 30,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154501&menuNo=200008
기타,강남구,"[구립증산정보도서관 X 파쳄작은도서관] 이 함께 하는 그림책감정표현놀이프로그램 [마음아, 놀자!]",파쳄작은도서관 (은평구 통일로 68길 11(불광동),은평구청,초등 1~2학년 어린이 12명,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80d300a2b5f84f75993f98d53b5aefaa&thumb=Y,2025. 8. 30,2025. 8. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154788&menuNo=200013
